id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,salts_encoded,packaging_encoded,manufacturer_encoded,quantity_numeric,retail_price_scaled,discounted_price_scaled,text_representation,cluster_id,pca_x,pca_y
source_6-75943,dolopar ointment 30 gm,source_6,False,76.18,76.18,micro labs,30g Ointment in Tube,TUBE,menthol(5.0 %) + methyl salicylate(10.0 %) + capsaicin(0.025 %) + linseed oil(1.0 %) + diclofenac(1.16 %),460,43,176,30.0,-0.08765437411403577,-0.07331351090252687,dolopar ointment 30 gm menthol(5.0 %) + methyl salicylate(10.0 %) + capsaicin(0.025 %) + linseed oil(1.0 %) + diclofenac(1.16 %) TUBE,3,0.2891022,-0.14899082
source_7-90542,dolopar oral suspension,source_7,False,40.32,36.0,micro labs ltd,60.0 ml in 1 bottle,bottle,paracetamol (120mg/5ml),554,55,177,60.0,-0.13452286433759045,-0.14927394102972577,dolopar oral suspension paracetamol (120mg/5ml) bottle,0,0.085747994,-0.4991366
source_6-75944,dolopar plus 10 mg capsule 10,source_6,True,26.66,26.66,micro labs,10 Capsule(s) in Strip,STRIP,caffeine + paracetamol,150,38,176,10.0,-0.15237628253206217,-0.1669312436028477,dolopar plus 10 mg capsule 10 caffeine + paracetamol STRIP,4,-0.13571241,-0.24894883
source_2-39719,dolopar plus capsule,source_2,True,26.66,21.86,micro labs ltd,10 tablets,strip,"caffeine na,paracetamol/acetaminophen 10mg",152,57,177,10.0,-0.15237628253206217,-0.17600566034278184,"dolopar plus capsule caffeine na,paracetamol/acetaminophen 10mg strip",4,-0.14915122,-0.27225402
source_6-75945,dolopar strip of 10 tablets,source_6,False,53.0,46.64,micro labs,10 Tablet(s) in Strip,STRIP,caffeine(25.0 mg) + paracetamol / acetaminophen(500.0 mg),153,38,176,10.0,-0.11795029166512326,-0.12915898392287173,dolopar strip of 10 tablets caffeine(25.0 mg) + paracetamol / acetaminophen(500.0 mg) STRIP,4,-0.18623948,-0.14485337
source_6-75946,dolopar strip of 15 tablets,source_6,False,58.0,46.4,micro labs,15 Tablet(s) in Strip,STRIP,caffeine(25.0 mg) + paracetamol / acetaminophen(500.0 mg),153,38,176,15.0,-0.11141536553244692,-0.12961270475986844,dolopar strip of 15 tablets caffeine(25.0 mg) + paracetamol / acetaminophen(500.0 mg) STRIP,4,-0.1812618,-0.16302525
source_2-39720,dolopar tablet,source_2,True,49.0,40.18,micro labs ltd,10 tablets,strip,"paracetamol 500mg, caffeine 25mg",580,57,177,10.0,-0.12317823257126433,-0.14137163645203313,"dolopar tablet paracetamol 500mg, caffeine 25mg strip",4,-0.2091122,-0.23684603
source_1-65236,dolopar tablet 10s,source_1,False,32.5,28.6,micro labs ltd,10,Strip | Tablet,caffeine-25mg + paracetamol-500mg,156,42,177,10.0,-0.1447434888090962,-0.16326366683712426,dolopar tablet 10s caffeine-25mg + paracetamol-500mg Strip | Tablet,4,-0.187553,-0.17152691
source_1-65237,dolopar tablet 15s,source_1,False,58.0,51.0,micro labs ltd,15,Strip | Tablet,caffeine-25mg + paracetamol-500mg,156,42,177,15.0,-0.11141536553244692,-0.12091638871743152,dolopar tablet 15s caffeine-25mg + paracetamol-500mg Strip | Tablet,4,-0.18058528,-0.19274256
source_7-90544,dolopax d capsule,source_7,True,143.3909250764526,115.28856905660376,acron pharmaceuticals,10 tablets,strip,diclofenac (50mg) + paracetamol (250mg) + dextropropoxyphene (32.5mg),247,57,3,10.0,0.00018931202265641518,0.000621375289580718,dolopax d capsule diclofenac (50mg) + paracetamol (250mg) + dextropropoxyphene (32.5mg) strip,4,-0.08856377,-0.15809205
source_6-75947,dolopax d capsules,source_6,True,16.0,14.08,acron pharmaceuticals,10 Capsule(s) in Strip,STRIP,dextropropoxyphene + diclofenac + paracetamol,238,38,3,10.0,-0.1663087450469281,-0.19071377747542514,dolopax d capsules dextropropoxyphene + diclofenac + paracetamol STRIP,4,-0.006254808,-0.1825398
source_6-75948,dolopee gel 10gm,source_6,False,4.26,3.75,agron remedies,10g Gel in Tube,TUBE,diclofenac + linseed oil + menthol + methyl salicylate,257,43,9,10.0,-0.18165275160645214,-0.21024267850115844,dolopee gel 10gm diclofenac + linseed oil + menthol + methyl salicylate TUBE,3,0.27669784,-0.06939141
source_6-75949,dolopee gel 30gm,source_6,False,48.0,48.0,agron remedies,30g Gel in Tube,TUBE,diclofenac + linseed oil + menthol + methyl salicylate,257,43,9,30.0,-0.12448521779779959,-0.12658789917989036,dolopee gel 30gm diclofenac + linseed oil + menthol + methyl salicylate TUBE,3,0.29057038,-0.08639751
source_7-90545,dolopee tablet,source_7,True,143.3909250764526,115.28856905660376,agron remedies pvt ltd,10 tablets,strip,diclofenac (50mg) + paracetamol (325mg) + chlorpheniramine maleate (4mg) + magnesium trisilicate (100mg),249,57,10,10.0,0.00018931202265641518,0.000621375289580718,dolopee tablet diclofenac (50mg) + paracetamol (325mg) + chlorpheniramine maleate (4mg) + magnesium trisilicate (100mg) strip,4,-0.18422975,-0.12980725
source_6-75950,dolopee tablets,source_6,True,4.26,3.75,agron remedies,10 Tablet(s) in Strip,STRIP,chlorpheniramine + diclofenac sodium + magnesium trisilicate + paracetamol,192,38,9,10.0,-0.18165275160645214,-0.21024267850115844,dolopee tablets chlorpheniramine + diclofenac sodium + magnesium trisilicate + paracetamol STRIP,4,-0.15553659,-0.15747371
source_7-90546,dolopent 30mg injection,source_7,True,143.3909250764526,115.28856905660376,modi mundi pharma pvt ltd,30,injection,pentazocine (30mg),613,56,180,30.0,0.00018931202265641518,0.000621375289580718,dolopent 30mg injection pentazocine (30mg) injection,2,0.26869848,0.064896934
source_1-65238,dolopent injection 1 ml,source_1,True,30.0,26.4,modi mundipharma pvt ltd,1,Vial | Injection,pentazocine-30mg,615,54,181,1.0,-0.1480109518754344,-0.1674227745095941,dolopent injection 1 ml pentazocine-30mg Vial | Injection,2,0.30042776,0.04483481
source_6-75951,dolophob gel,source_6,True,459.0,403.92,zydus healthcare ltd,20g Gel in Tube,TUBE,heparin(0.01 mg) + diclofenac(200.0 iu),397,43,289,20.0,0.41268571030819484,0.5462801020862279,dolophob gel heparin(0.01 mg) + diclofenac(200.0 iu) TUBE,3,0.26453322,-0.046222102
source_6-75952,dolopic dt tablets,source_6,True,32.5,27.62,salud care india pvt ltd,10 Tablet(s) in Strip,STRIP,piroxicam,623,38,225,10.0,-0.1447434888090962,-0.16511636025486084,dolopic dt tablets piroxicam STRIP,1,-0.029904578,0.33681163
source_7-90547,dolopir 20mg injection,source_7,True,143.3909250764526,115.28856905660376,bmw pharmaco india pvt ltd,20,injection,piroxicam (20mg),624,56,48,20.0,0.00018931202265641518,0.000621375289580718,dolopir 20mg injection piroxicam (20mg) injection,2,0.25806147,0.091770545
source_6-75953,dolopir injection,source_6,True,26.0,22.1,bmw pharmaco india pvt ltd,2ml Injection,INJECTION,piroxicam(20.0 mg),635,31,48,2.0,-0.15323889278157546,-0.17555193950578513,dolopir injection piroxicam(20.0 mg) INJECTION,2,0.31287128,0.08643962
source_6-75954,dolopir md 20mg tablets,source_6,True,62.0,54.56,bmw pharmaco india pvt ltd,10 Tablet(s) in Strip,STRIP,piroxicam(20.0 mg),635,38,48,10.0,-0.10618742462630586,-0.11418619630198035,dolopir md 20mg tablets piroxicam(20.0 mg) STRIP,1,-0.021923803,0.30434105
source_7-90548,dolopir md tablet,source_7,True,32.0,31.0,bmw pharmaco india pvt ltd,10.0 tablet md in 1 strip,strip,piroxicam (20mg),624,57,48,10.0,-0.14539698142236385,-0.15872645846715722,dolopir md tablet piroxicam (20mg) strip,1,-0.03772353,0.36884502
source_7-90549,doloplan 20mg tablet,source_7,True,48.55,47.1,health plan,10.0 tablets in 1 strip,strip,duloxetine (20mg),332,57,113,10.0,-0.12376637592320519,-0.128289352318628,doloplan 20mg tablet duloxetine (20mg) strip,1,-0.12234362,0.2263561
source_7-90550,doloplus 50mg325mg tablet,source_7,True,10.0,9.7,mankind pharma ltd,10.0 tablets in 1 strip,strip,diclofenac (50mg) + paracetamol (325mg),248,57,158,10.0,-0.1741506564061397,-0.19899418275061506,doloplus 50mg325mg tablet diclofenac (50mg) + paracetamol (325mg) strip,4,-0.24921235,-0.120207205
source_6-75955,dolopolo 650mg strip of 10 tablets,source_6,False,22.84,20.1,elfin drug pvt ltd,10 Tablet(s) in Strip,STRIP,paracetamol / acetaminophen(650.0 mg),577,38,89,10.0,-0.15736896609742687,-0.17933294648075768,dolopolo 650mg strip of 10 tablets paracetamol / acetaminophen(650.0 mg) STRIP,4,-0.1962858,-0.10868307
source_2-39723,dolopolo 650mg tablet,source_2,False,17.9,14.68,dawson healthcare pvt ltd,650,strip,paracetamol 650mg,581,57,75,650.0,-0.1638254731165111,-0.18957947538293338,dolopolo 650mg tablet paracetamol 650mg strip,4,-0.20798914,-0.07800552
source_1-65240,dolopolo 650 tablet 10s,source_1,False,224.0,197.1,dawson healthcare pvt ltd,10,Strip | Tablet,paracetamol-650mg,594,42,75,10.0,0.10554418207240727,0.15528617080431462,dolopolo 650 tablet 10s paracetamol-650mg Strip | Tablet,4,-0.23795544,-0.054962344
source_1-65241,dolopot mr tablet,source_1,True,38.0,33.44,oyster labs ltd,10,Strip | Tablet,chlorzoxazone-250mg + diclofenac-50mg + paracetamol-500mg,215,42,200,10.0,-0.13755507006315226,-0.15411362995769068,dolopot mr tablet chlorzoxazone-250mg + diclofenac-50mg + paracetamol-500mg Strip | Tablet,4,-0.17822048,-0.04302192
source_6-75956,dolopred eye drop 10ml,source_6,True,34.16,30.06,doeshealth systems pvt ltd,10ml Eye Drop in Bottle,BOTTLE,prednisolon(1.0 %),641,2,80,10.0,-0.14257389333304768,-0.1605035317453943,dolopred eye drop 10ml prednisolon(1.0 %) BOTTLE,0,0.34638903,-0.11530009
source_1-65243,doloprex 20mg injection,source_1,True,25.0,22.0,aarotax pharmaceutical pvt ltd,2,Vial | Injection,piroxicam-20mg,638,54,1,2.0,-0.1545458780081107,-0.17574098985453376,doloprex 20mg injection piroxicam-20mg Vial | Injection,2,0.27200976,0.08305381
source_1-65244,dolopyrin250 suspension 60 ml,source_1,False,45.0,39.6,micro labs ltd,60,Bottle | Suspension,paracetamol-250mg,589,23,177,60.0,-0.12840617347740538,-0.14246812847477514,dolopyrin250 suspension 60 ml paracetamol-250mg Bottle | Suspension,0,0.16834573,-0.44091356
source_7-90555,doloqueen 100mg500mg tablet,source_7,True,15.0,14.5,raddison health care pvt ltd,10.0 tablets in 1 strip,strip,nimesulide (100mg) + paracetamol (500mg),477,57,218,10.0,-0.16761573027346338,-0.1899197660106809,doloqueen 100mg500mg tablet nimesulide (100mg) + paracetamol (500mg) strip,4,-0.22106905,-0.1108888
source_7-90556,doloqueen a 100mg500mg tablet,source_7,True,37.0,35.9,raddison health care pvt ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (500mg),9,57,218,10.0,-0.1388620552896875,-0.14946299137847444,doloqueen a 100mg500mg tablet aceclofenac (100mg) + paracetamol (500mg) strip,4,-0.28648517,-0.059531417
source_6-75957,doloquik 500mg tablets,source_6,False,9.52,8.38,micro labs,10 Tablet(s) in Strip,STRIP,paracetamol / acetaminophen(500.0 mg),576,38,176,10.0,-0.1747780093148766,-0.20148964735409697,doloquik 500mg tablets paracetamol / acetaminophen(500.0 mg) STRIP,4,-0.2657758,-0.15805681
source_6-75958,doloquik suspension 60ml,source_6,False,13.75,12.1,micro labs,60ml Suspension in Bottle,BOTTLE,paracetamol / acetaminophen(250.0 mg),574,2,176,60.0,-0.16924946180663245,-0.194456974380648,doloquik suspension 60ml paracetamol / acetaminophen(250.0 mg) BOTTLE,0,0.072363175,-0.5139502
source_2-39726,doloquik syrup,source_2,True,28.0,22.96,micro labs ltd,100 ml,bottle,paracetamol/acetaminophen 250mg/5ml,603,55,177,100.0,-0.1506249223285049,-0.17392610650654694,doloquik syrup paracetamol/acetaminophen 250mg/5ml bottle,0,-0.026259564,-0.47874415
source_1-65246,doloquit 30gm ointment,source_1,True,70.0,61.6,3m india ltd,30,Tube | Ointment,diclofenac-1.16% w/w,301,49,0,30.0,-0.09573154281402373,-0.1008770517500769,doloquit 30gm ointment diclofenac-1.16% w/w Tube | Ointment,3,0.342265,0.0010793845
source_2-39727,doloral 100mg15mg tablet,source_2,True,55.0,45.1,biomiicron pharmaceuticals,15,strip,"aceclofenac 100mg,serratiopeptidase 15mg",55,57,44,15.0,-0.11533632121205273,-0.1320703592936006,"doloral 100mg15mg tablet aceclofenac 100mg,serratiopeptidase 15mg strip",1,-0.20722818,0.120741986
source_6-75959,doloral 25mg injection 1ml,source_6,True,143.3909250764526,115.28856905660376,biomiicron pharmaceuticals,1ml Injection,INJECTION,aceclofenac,0,31,44,1.0,0.00018931202265641518,0.000621375289580718,doloral 25mg injection 1ml aceclofenac INJECTION,2,0.14472984,-0.016006866
source_7-90558,doloral p 100 mg650 mg tablet,source_7,True,38.7,37.5,biomiicron pharmaceuticals,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (650mg),12,57,44,10.0,-0.13664018040457757,-0.14643818579849635,doloral p 100 mg650 mg tablet aceclofenac (100mg) + paracetamol (650mg) strip,4,-0.2959943,-0.06354834
source_6-75960,doloral p strip of 10 tablets,source_6,True,60.0,52.8,biomiicron pharmaceuticals,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg),70,38,44,10.0,-0.10880139507937639,-0.11751348243995621,doloral p strip of 10 tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(325.0 mg) STRIP,4,-0.25127423,-0.03419517
source_2-39728,doloral p tablet,source_2,True,35.2,28.86,biomiicron pharmaceuticals,10 tablets,strip,"aceclofenac 100mg,paracetamol/acetaminophen 650mg",54,57,44,10.0,-0.141214628697451,-0.16277213593037784,"doloral p tablet aceclofenac 100mg,paracetamol/acetaminophen 650mg strip",4,-0.28279743,-0.09311464
source_1-65247,doloral p tablet 10s,source_1,True,66.0,58.1,biomiicron pharma india pvt ltd,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg,93,42,43,10.0,-0.10095948372016479,-0.1074938139562789,doloral p tablet 10s aceclofenac-100mg + paracetamol-325mg Strip | Tablet,4,-0.2848904,-0.010062889
source_7-90559,doloral sp 100mg325mg15mg tablet,source_7,True,106.0,103.0,biomiicron pharmaceuticals,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),7,57,44,10.0,-0.04868007465875414,-0.022610207368144734,doloral sp 100mg325mg15mg tablet aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg) strip,4,-0.2882676,-0.08313064
source_1-65248,doloralsp tablet 10s,source_1,True,106.0,93.28,biomiicron pharma india pvt ltd,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,94,42,43,10.0,-0.04868007465875414,-0.040985901266511415,doloralsp tablet 10s aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg Strip | Tablet,4,-0.2793718,-0.032683663
source_6-75961,doloral tablet,source_6,True,55.0,55.0,biomiicron pharmaceuticals,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg),73,38,44,10.0,-0.11533632121205273,-0.11335437476748637,doloral tablet aceclofenac(100.0 mg) + serratiopeptidase(15.0 mg) STRIP,1,-0.18285732,0.14199038
source_1-65250,dolorap tablet 10s,source_1,True,55.0,48.4,veritaz healthcare ltd,10,Strip | Tablet,aceclofenac-100mg + paracetamol-500mg,99,42,269,10.0,-0.11533632121205273,-0.12583169778489586,dolorap tablet 10s aceclofenac-100mg + paracetamol-500mg Strip | Tablet,4,-0.2928681,-0.03896601
source_6-75963,dolorap tablets,source_6,True,25.0,22.0,veritaz healthcare ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(500.0 mg),71,38,269,10.0,-0.1545458780081107,-0.17574098985453376,dolorap tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(500.0 mg) STRIP,4,-0.29017183,-0.11071471
source_7-90560,dolorasep tablet,source_7,True,90.0,87.3,cavalry laboratories pvt ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg),7,57,57,10.0,-0.0695918382833184,-0.0522911121216794,dolorasep tablet aceclofenac (100mg) + paracetamol (325mg) + serratiopeptidase (15mg) strip,4,-0.2605102,-0.09614889
source_7-90561,dolorel 50mg325mg tablet,source_7,True,25.0,24.2,biogenetic pharmaceuticals,10.0 tablets in 1 strip,strip,diclofenac (50mg) + paracetamol (325mg),248,57,41,10.0,-0.1545458780081107,-0.17158188218206394,dolorel 50mg325mg tablet diclofenac (50mg) + paracetamol (325mg) strip,4,-0.21254578,-0.12096845
source_7-90562,dolorest 375mg325mg tablet,source_7,True,143.3909250764526,115.28856905660376,nova indus pharmaceuticals,325,strip,tramadol (37.5mg) + paracetamol (325mg),709,57,190,325.0,0.00018931202265641518,0.000621375289580718,dolorest 375mg325mg tablet tramadol (37.5mg) + paracetamol (325mg) strip,4,-0.25055048,-0.23988912
source_7-90563,doloretard 100mg325mg tablet,source_7,True,48.0,46.5,mars therapeutics & chemicals ltd,10.0 tablets in 1 strip,strip,aceclofenac (100mg) + paracetamol (325mg),2,57,161,10.0,-0.12448521779779959,-0.1294236544111198,doloretard 100mg325mg tablet aceclofenac (100mg) + paracetamol (325mg) strip,4,-0.2786868,-0.0862287
source_1-65252,doloretard tablet 15s,source_1,True,56.0,49.28,mars therapeutics and chemicals ltd,15,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg,93,42,162,15.0,-0.11402933598551745,-0.12416805471590793,doloretard tablet 15s aceclofenac-100mg + paracetamol-325mg Strip | Tablet,4,-0.26841426,-0.070289895
source_2-39731,dolorgesic mr 100mg325mg250mg tablet,source_2,True,85.0,69.7,medieos lifesciences llp,250,strip,"aceclofenac 100mg,paracetamol/acetaminophen 325mg,",51,57,168,250.0,-0.07612676441599474,-0.08556397350143799,"dolorgesic mr 100mg325mg250mg tablet aceclofenac 100mg,paracetamol/acetaminophen 325mg, strip",4,-0.28318495,-0.116259225
source_2-39732,dolorgesic p 100mg325mg tablet,source_2,True,54.0,44.28,medieos lifesciences llp,325,strip,"aceclofenac 100mg,paracetamol/acetaminophen 325mg",50,57,168,325.0,-0.11664330643858799,-0.13362057215333933,"dolorgesic p 100mg325mg tablet aceclofenac 100mg,paracetamol/acetaminophen 325mg strip",4,-0.30145895,-0.12401067
source_1-65253,dolorgesicp tablet 10s,source_1,True,56.0,49.28,medieos life sciences llp,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg,93,42,167,10.0,-0.11402933598551745,-0.12416805471590793,dolorgesicp tablet 10s aceclofenac-100mg + paracetamol-325mg Strip | Tablet,4,-0.3069268,-0.05995239
source_2-39733,dolorgesic sp 100mg325mg15mg tablet,source_2,True,85.0,69.7,medieos lifesciences llp,15,strip,"aceclofenac 100mg,paracetamol/acetaminophen 325mg,",51,57,168,15.0,-0.07612676441599474,-0.08556397350143799,"dolorgesic sp 100mg325mg15mg tablet aceclofenac 100mg,paracetamol/acetaminophen 325mg, strip",4,-0.28845257,-0.124390356
source_1-65254,dolorgesicsp tablet 10s,source_1,True,94.0,82.7,medieos life sciences llp,10,Strip | Tablet,aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg,94,42,167,10.0,-0.06436389737717733,-0.0609874281641163,dolorgesicsp tablet 10s aceclofenac-100mg + paracetamol-325mg + serratiopeptidase-15mg Strip | Tablet,4,-0.2944975,-0.059188265
source_2-39734,dolorid 100mg500mg tablet,source_2,True,36.0,29.52,the pharmed research lab pvt ltd,500,strip,"aceclofenac 100mg,paracetamol/acetaminophen 500mg",52,57,249,500.0,-0.14016904051622278,-0.1615244036286369,"dolorid 100mg500mg tablet aceclofenac 100mg,paracetamol/acetaminophen 500mg strip",4,-0.3131536,-0.09193259
source_1-65256,dolorid 50mg325mg tablet,source_1,True,38.0,33.44,stride healthcare,10,Strip | Tablet,diclofenac-50mg + paracetamol-325mg,304,42,243,10.0,-0.13755507006315226,-0.15411362995769068,dolorid 50mg325mg tablet diclofenac-50mg + paracetamol-325mg Strip | Tablet,4,-0.2621075,-0.08909111
source_1-65257,dolorid mr 250mg50mg325mg tablet,source_1,True,63.0,55.44,stride healthcare,10,Strip | Tablet,chlorzoxazone-250mg + diclofenac-50mg + paracetamol-325mg,214,42,243,10.0,-0.1048804393997706,-0.11252255323299241,dolorid mr 250mg50mg325mg tablet chlorzoxazone-250mg + diclofenac-50mg + paracetamol-325mg Strip | Tablet,4,-0.21424666,-0.04350126
source_6-75965,doloride th 4 strip of 10 tablets,source_6,True,154.0,130.9,univentis medicare ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg),75,38,264,10.0,0.01405521621493864,0.03013483993272261,doloride th 4 strip of 10 tablets aceclofenac(100.0 mg) + thiocolchicoside(4.0 mg) STRIP,1,-0.15743025,0.21414907
source_1-65258,dolorideth8 tablet 10s,source_1,True,247.5,247.5,univentis medicare ltd,10,Strip | Tablet,aceclofenac-100mg + thiocolchicoside-8mg,102,42,264,10.0,0.13625833489598604,0.25056754657362335,dolorideth8 tablet 10s aceclofenac-100mg + thiocolchicoside-8mg Strip | Tablet,1,-0.21300098,0.21567447
source_7-90571,dolorin 50mg10mg650mg tablet,source_7,True,143.3909250764526,115.28856905660376,embiotic laboratories pvt ltd,650,strip,caffeine (50mg) + domperidone (10mg) + paracetamol (650mg),147,57,90,650.0,0.00018931202265641518,0.000621375289580718,dolorin 50mg10mg650mg tablet caffeine (50mg) + domperidone (10mg) + paracetamol (650mg) strip,4,-0.19546504,-0.12387837
source_6-75966,dolorin suspension 60ml,source_6,False,33.5,28.47,embiotic laboratories pvt ltd,60ml Suspension in Bottle,BOTTLE,paracetamol,549,2,90,60.0,-0.14343650358256094,-0.1635094322904975,dolorin suspension 60ml paracetamol BOTTLE,0,0.203493,-0.46028438
source_2-39735,dolorin tablet,source_2,True,54.0,44.28,embiotic laboratories pvt ltd,10 tablets,strip,"caffeine 50mg, domperidone 10mg, paracetamol/aceta",151,57,90,10.0,-0.11664330643858799,-0.13362057215333933,"dolorin tablet caffeine 50mg, domperidone 10mg, paracetamol/aceta strip",4,-0.2256861,-0.12925318
source_6-75967,dolorin tablets,source_6,True,49.5,43.56,embiotic laboratories pvt ltd,10 Tablet(s) in Strip,STRIP,caffeine + domperidone + paracetamol,149,38,90,10.0,-0.12252473995799669,-0.13498173466432947,dolorin tablets caffeine + domperidone + paracetamol STRIP,4,-0.16417427,-0.15886907
source_2-39736,doloriso oral suspension sugar free,source_2,True,180.0,147.6,maxamus international,100 ml,bottle,"sucralfate 1gm,oxetacaine/oxethazaine 10mg",698,55,164,100.0,0.04803683210485556,0.06170624817374354,"doloriso oral suspension sugar free sucralfate 1gm,oxetacaine/oxethazaine 10mg bottle",0,0.19922642,-0.13741507
source_7-90575,doloroff 125mg tablet,source_7,True,143.3909250764526,115.28856905660376,indoco remedies ltd,125,strip,rofecoxib (12.5mg),684,57,122,125.0,0.00018931202265641518,0.000621375289580718,doloroff 125mg tablet rofecoxib (12.5mg) strip,1,-0.109969124,0.24103282
source_6-75968,doloroff 125mg tablets,source_6,True,12.0,10.56,indoco remedies ltd,10 Tablet(s) in Strip,STRIP,rofecoxib(12.5 mg),687,38,122,10.0,-0.17153668595306917,-0.19736834975137685,doloroff 125mg tablets rofecoxib(12.5 mg) STRIP,1,-0.09410716,0.1982127
source_7-90576,doloroff 25mg tablet,source_7,True,143.3909250764526,115.28856905660376,indoco remedies ltd,25,strip,rofecoxib (25mg),685,57,122,25.0,0.00018931202265641518,0.000621375289580718,doloroff 25mg tablet rofecoxib (25mg) strip,1,-0.10496942,0.24596618
source_6-75969,doloroff 25mg tablets,source_6,True,27.0,23.76,indoco remedies ltd,10 Tablet(s) in Strip,STRIP,rofecoxib(25.0 mg),688,38,122,10.0,-0.15193190755504019,-0.1724137037165579,doloroff 25mg tablets rofecoxib(25.0 mg) STRIP,1,-0.07866377,0.20265412
source_2-39738,doloroff 50mg tablet,source_2,True,48.2,39.52,indoco remedies ltd,50,strip,rofecoxib 50mg,686,57,122,50.0,-0.12422382075249253,-0.14261936875377407,doloroff 50mg tablet rofecoxib 50mg strip,1,-0.11726768,0.23342384
source_6-75970,doloroff 50mg tablets,source_6,True,489.0,430.32,indoco remedies ltd,10 Tablet(s) in Strip,STRIP,rofecoxib(50.0 mg),689,38,122,10.0,0.4518952671042529,0.5961893941558658,doloroff 50mg tablets rofecoxib(50.0 mg) STRIP,1,-0.09778674,0.20837754
source_6-75971,doloroff ap tablets,source_6,True,333.0,293.04,indoco remedies ltd,10 Tablet(s) in Strip,STRIP,aceclofenac(100.0 mg) + paracetamol / acetaminophen(500.0 mg),71,38,122,10.0,0.2480055717647513,0.33666107539374873,doloroff ap tablets aceclofenac(100.0 mg) + paracetamol / acetaminophen(500.0 mg) STRIP,4,-0.29658863,-0.076446995
source_2-39740,doloroff asp 100 mg500 mg15 mg tablet,source_2,True,47.48,38.93,indoco remedies ltd,15,strip,"aceclofenac 100mg,paracetamol/acetaminophen 500mg,",53,57,122,15.0,-0.12516485011559794,-0.14373476581139097,"doloroff asp 100 mg500 mg15 mg tablet aceclofenac 100mg,paracetamol/acetaminophen 500mg, strip",4,-0.28779352,-0.09018377
source_2-39741,doloroff asp 100mg500mg15mg tablet,source_2,True,55.0,45.1,indoco remedies ltd,15,strip,"aceclofenac 100mg,paracetamol/acetaminophen 500mg,",53,57,122,15.0,-0.11533632121205273,-0.1320703592936006,"doloroff asp 100mg500mg15mg tablet aceclofenac 100mg,paracetamol/acetaminophen 500mg, strip",4,-0.28384298,-0.080956966
source_6-75972,doloroff asp tablets,source_6,True,48.0,42.24,indoco remedies ltd,10 Tablet(s) in Strip,STRIP,aceclofenac + paracetamol + serratiopeptidase,26,38,122,10.0,-0.12448521779779959,-0.13747719926781138,doloroff asp tablets aceclofenac + paracetamol + serratiopeptidase STRIP,4,-0.22126849,-0.06967843
source_6-75973,doloron gel 10gm,source_6,True,14.0,11.9,agron remedies,10g Gel in Tube,TUBE,diclofenac + linseed oil + menthol + methyl salicylate,257,43,9,10.0,-0.16892271549999863,-0.1948350750781452,doloron gel 10gm diclofenac + linseed oil + menthol + methyl salicylate TUBE,3,0.2467386,-0.017717145
source_6-75974,doloron gel 30gm,source_6,True,75.0,66.0,agron remedies,30g Gel in Tube,TUBE,diclofenac + linseed oil + menthol + methyl salicylate,257,43,9,30.0,-0.0891966166813474,-0.09255883640513725,doloron gel 30gm diclofenac + linseed oil + menthol + methyl salicylate TUBE,3,0.257849,-0.030820265
source_6-75975,doloron injection,source_6,True,143.3909250764526,115.28856905660376,agron remedies,3ml Injection,INJECTION,diclofenac(75.0 mg),298,31,9,3.0,0.00018931202265641518,0.000621375289580718,doloron injection diclofenac(75.0 mg) INJECTION,2,0.24302785,-0.039972782
source_7-90580,doloron p 50 mg500 mg tablet,source_7,True,5.75,5.6,agron remedies pvt ltd,10.0 tablets in 1 strip,strip,diclofenac (50mg) + paracetamol (500mg),251,57,10,10.0,-0.17970534361891458,-0.20674524704930883,doloron p 50 mg500 mg tablet diclofenac (50mg) + paracetamol (500mg) strip,4,-0.22189738,-0.07645512
source_6-75976,doloron p tablets,source_6,True,5.75,4.89,agron remedies,10 Tablet(s) in Strip,STRIP,diclofenac sodium + paracetamol,278,38,9,10.0,-0.17970534361891458,-0.20808750452542407,doloron p tablets diclofenac sodium + paracetamol STRIP,4,-0.17020634,-0.09964239
